,decimal,binary
9093,46704,1011011001110000
9094,59722,1110100101001010
9095,55826,1101101000010010
9096,1924,0000011110000100
9097,50185,1100010000001001
9098,29525,0111001101010101
9099,15855,0011110111101111
9100,52563,1100110101010011
9101,54033,1101001100010001
9102,42176,1010010011000000
9103,53804,1101001000101100
9104,4910,0001001100101110
9105,28708,0111000000100100
9106,43792,1010101100010000
9107,20237,0100111100001101
9108,52925,1100111010111101
9109,32862,1000000001011110
9110,41354,1010000110001010
9111,30002,0111010100110010
9112,54391,1101010001110111
9113,13220,0011001110100100
9114,38205,1001010100111101
9115,49702,1100001000100110
9116,29355,0111001010101011
9117,3125,0000110000110101
9118,64571,1111110000111011
9119,51184,1100011111110000
9120,48418,1011110100100010
9121,53044,1100111100110100
9122,43404,1010100110001100
9123,11709,0010110110111101
9124,54420,1101010010010100
9125,60800,1110110110000000
9126,43722,1010101011001010
9127,35834,1000101111111010
9128,50284,1100010001101100
9129,50482,1100010100110010
9130,65386,1111111101101010
9131,16278,0011111110010110
9132,49089,1011111111000001
9133,2230,0000100010110110
9134,22830,0101100100101110
9135,43953,1010101110110001
9136,44421,1010110110000101
9137,11239,0010101111100111
9138,30946,0111100011100010
9139,16050,0011111010110010
9140,59807,1110100110011111
9141,38906,1001011111111010
9142,9261,0010010000101101
9143,5797,0001011010100101
9144,60869,1110110111000101
9145,7166,0001101111111110
9146,25731,0110010010000011
9147,11622,0010110101100110
9148,30729,0111100000001001
9149,37870,1001001111101110
9150,57996,1110001010001100
9151,3659,0000111001001011
9152,9438,0010010011011110
9153,4501,0001000110010101
9154,60304,1110101110010000
9155,56617,1101110100101001
9156,7038,0001101101111110
9157,8794,0010001001011010
9158,17907,0100010111110011
9159,39581,1001101010011101
9160,51086,1100011110001110
9161,36470,1000111001110110
9162,50207,1100010000011111
9163,57262,1101111110101110
9164,25617,0110010000010001
9165,5700,0001011001000100
9166,15346,0011101111110010
9167,63049,1111011001001001
9168,50275,1100010001100011
9169,6679,0001101000010111
9170,14815,0011100111011111
9171,3917,0000111101001101
9172,35072,1000100100000000
9173,46688,1011011001100000
9174,2436,0000100110000100
9175,49745,1100001001010001
9176,57571,1110000011100011
9177,11999,0010111011011111
9178,547,0000001000100011
9179,20440,0100111111011000
9180,29420,0111001011101100
9181,35961,1000110001111001
9182,17721,0100010100111001
9183,34628,1000011101000100
9184,10574,0010100101001110
9185,45126,1011000001000110
9186,31251,0111101000010011
9187,19823,0100110101101111
9188,30855,0111100010000111
9189,36127,1000110100011111
9190,41040,1010000001010000
9191,5093,0001001111100101
9192,24662,0110000001010110
9193,5723,0001011001011011
9194,56359,1101110000100111
9195,29384,0111001011001000
9196,26741,0110100001110101
9197,28761,0111000001011001
9198,21922,0101010110100010
9199,14822,0011100111100110
9200,45681,1011001001110001
9201,41442,1010000111100010
9202,30742,0111100000010110
9203,58965,1110011001010101
9204,20414,0100111110111110
9205,31138,0111100110100010
9206,42731,1010011011101011
9207,47209,1011100001101001
9208,42775,1010011100010111
9209,1166,0000010010001110
9210,28666,0110111111111010
9211,30634,0111011110101010
9212,64158,1111101010011110
9213,45005,1010111111001101
9214,56277,1101101111010101
9215,4267,0001000010101011
9216,33652,1000001101110100
9217,47259,1011100010011011
9218,12177,0010111110010001
9219,30216,0111011000001000
9220,20075,0100111001101011
9221,54598,1101010101000110
9222,18558,0100100001111110
9223,23189,0101101010010101
9224,7917,0001111011101101
9225,43845,1010101101000101
9226,24947,0110000101110011
9227,17847,0100010110110111
9228,61584,1111000010010000
9229,12905,0011001001101001
9230,61436,1110111111111100
9231,63466,1111011111101010
9232,26902,0110100100010110
9233,58547,1110010010110011
9234,40366,1001110110101110
9235,25825,0110010011100001
9236,30335,0111011001111111
9237,48486,1011110101100110
9238,39046,1001100010000110
9239,36343,1000110111110111
9240,14447,0011100001101111
9241,31819,0111110001001011
9242,48267,1011110010001011
9243,71,0000000001000111
9244,43417,1010100110011001
9245,52348,1100110001111100
9246,53460,1101000011010100
9247,65219,1111111011000011
9248,23519,0101101111011111
9249,25456,0110001101110000
9250,32020,0111110100010100
9251,35002,1000100010111010
9252,13382,0011010001000110
9253,23257,0101101011011001
9254,29155,0111000111100011
9255,39614,1001101010111110
9256,21764,0101010100000100
9257,34980,1000100010100100
9258,64202,1111101011001010
9259,61719,1111000100010111
9260,16155,0011111100011011
9261,18833,0100100110010001
9262,46993,1011011110010001
9263,48989,1011111101011101
9264,60647,1110110011100111
9265,53940,1101001010110100
9266,23513,0101101111011001
9267,12075,0010111100101011
9268,34049,1000010100000001
9269,29904,0111010011010000
9270,57727,1110000101111111
9271,16089,0011111011011001
9272,13132,0011001101001100
9273,52857,1100111001111001
9274,27315,0110101010110011
9275,21294,0101001100101110
9276,1174,0000010010010110
9277,45761,1011001011000001
9278,54837,1101011000110101
9279,25552,0110001111010000
9280,54761,1101010111101001
9281,11680,0010110110100000
9282,58001,1110001010010001
9283,28183,0110111000010111
9284,62140,1111001010111100
9285,46136,1011010000111000
9286,38833,1001011110110001
9287,51853,1100101010001101
9288,51075,1100011110000011
9289,11584,0010110101000000
9290,17441,0100010000100001
9291,21663,0101010010011111
9292,3075,0000110000000011
9293,54530,1101010100000010
9294,45811,1011001011110011
9295,3237,0000110010100101
9296,53810,1101001000110010
9297,20411,0100111110111011
9298,50029,1100001101101101
9299,1271,0000010011110111
9300,57845,1110000111110101
9301,13624,0011010100111000
9302,54794,1101011000001010
9303,61133,1110111011001101
9304,12100,0010111101000100
9305,35318,1000100111110110
9306,37389,1001001000001101
9307,60726,1110110100110110
9308,49929,1100001100001001
9309,15927,0011111000110111
9310,37100,1001000011101100
9311,46346,1011010100001010
9312,34547,1000011011110011
9313,44856,1010111100111000
9314,18533,0100100001100101
9315,55415,1101100001110111
9316,54169,1101001110011001
9317,18219,0100011100101011
9318,4429,0001000101001101
9319,37545,1001001010101001
9320,2197,0000100010010101
9321,29622,0111001110110110
9322,3286,0000110011010110
9323,40145,1001110011010001
9324,56104,1101101100101000
9325,26298,0110011010111010
9326,18236,0100011100111100
9327,480,0000000111100000
9328,22637,0101100001101101
9329,15089,0011101011110001
9330,13830,0011011000000110
9331,21770,0101010100001010
9332,43671,1010101010010111
9333,52218,1100101111111010
9334,21099,0101001001101011
9335,12879,0011001001001111
9336,35468,1000101010001100
9337,14592,0011100100000000
9338,60852,1110110110110100
9339,18055,0100011010000111
9340,45127,1011000001000111
9341,33246,1000000111011110
9342,31,0000000000011111
9343,11305,0010110000101001
9344,13936,0011011001110000
9345,48282,1011110010011010
9346,31021,0111100100101101
9347,60971,1110111000101011
9348,54085,1101001101000101
9349,60636,1110110011011100
9350,46708,1011011001110100
9351,15873,0011111000000001
9352,15294,0011101110111110
9353,61371,1110111110111011
9354,60788,1110110101110100
9355,9036,0010001101001100
9356,7135,0001101111011111
9357,9291,0010010001001011
9358,7643,0001110111011011
9359,63315,1111011101010011
9360,58421,1110010000110101
9361,27572,0110101110110100
9362,9392,0010010010110000
9363,4021,0000111110110101
9364,50113,1100001111000001
9365,65079,1111111000110111
9366,20412,0100111110111100
9367,19256,0100101100111000
9368,16547,0100000010100011
9369,53807,1101001000101111
9370,14632,0011100100101000
9371,16028,0011111010011100
9372,47327,1011100011011111
9373,21903,0101010110001111
9374,45899,1011001101001011
9375,51214,1100100000001110
9376,61420,1110111111101100
9377,36660,1000111100110100
9378,39674,1001101011111010
9379,43584,1010101001000000
9380,37308,1001000110111100
9381,34686,1000011101111110
9382,64717,1111110011001101
9383,43285,1010100100010101
9384,41420,1010000111001100
9385,22986,0101100111001010
9386,60288,1110101110000000
9387,32422,0111111010100110
9388,27084,0110100111001100
9389,56562,1101110011110010
9390,10514,0010100100010010
9391,8446,0010000011111110
9392,38579,1001011010110011
9393,18220,0100011100101100
9394,61807,1111000101101111
9395,64781,1111110100001101
9396,39852,1001101110101100
9397,51625,1100100110101001
9398,62506,1111010000101010
9399,41855,1010001101111111
9400,47643,1011101000011011
9401,55069,1101011100011101
9402,38190,1001010100101110
9403,52425,1100110011001001
9404,22197,0101011010110101
9405,14748,0011100110011100
9406,29510,0111001101000110
9407,58700,1110010101001100
9408,18728,0100100100101000
9409,6903,0001101011110111
9410,12953,0011001010011001
9411,38154,1001010100001010
9412,19990,0100111000010110
9413,59992,1110101001011000
9414,18753,0100100101000001
9415,18424,0100011111111000
9416,52699,1100110111011011
9417,48679,1011111000100111
9418,42203,1010010011011011
9419,27869,0110110011011101
9420,62400,1111001111000000
9421,50141,1100001111011101
9422,23727,0101110010101111
9423,4835,0001001011100011
9424,52201,1100101111101001
9425,62047,1111001001011111
9426,45792,1011001011100000
9427,38628,1001011011100100
9428,24368,0101111100110000
9429,26737,0110100001110001
9430,22365,0101011101011101
9431,41156,1010000011000100
9432,64351,1111101101011111
9433,28360,0110111011001000
9434,4103,0001000000000111
9435,59888,1110100111110000
9436,63126,1111011010010110
9437,18150,0100011011100110
9438,22428,0101011110011100
9439,19050,0100101001101010
9440,47029,1011011110110101
9441,58166,1110001100110110
9442,7515,0001110101011011
9443,63090,1111011001110010
9444,12735,0011000110111111
9445,2978,0000101110100010
9446,32668,0111111110011100
9447,54229,1101001111010101
9448,8438,0010000011110110
9449,13601,0011010100100001
9450,58399,1110010000011111
9451,16862,0100000111011110
9452,43049,1010100000101001
9453,12930,0011001010000010
9454,22881,0101100101100001
9455,53896,1101001010001000
9456,41469,1010000111111101
9457,40337,1001110110010001
9458,24889,0110000100111001
9459,37138,1001000100010010
9460,26105,0110010111111001
9461,29736,0111010000101000
9462,63626,1111100010001010
9463,21293,0101001100101101
9464,28913,0111000011110001
9465,24696,0110000001111000
9466,1240,0000010011011000
9467,24891,0110000100111011
9468,59442,1110100000110010
9469,57195,1101111101101011
9470,25674,0110010001001010
9471,56692,1101110101110100
9472,52148,1100101110110100
9473,2997,0000101110110101
9474,34094,1000010100101110
9475,37281,1001000110100001
9476,59975,1110101001000111
9477,20264,0100111100101000
9478,30076,0111010101111100
9479,39984,1001110000110000
9480,27402,0110101100001010
9481,47334,1011100011100110
9482,31180,0111100111001100
9483,15531,0011110010101011
9484,60719,1110110100101111
9485,40146,1001110011010010
9486,3777,0000111011000001
9487,44565,1010111000010101
9488,43423,1010100110011111
9489,24566,0101111111110110
9490,20920,0101000110111000
9491,4100,0001000000000100
9492,47053,1011011111001101
9493,41892,1010001110100100
9494,38892,1001011111101100
9495,20166,0100111011000110
9496,7704,0001111000011000
9497,58382,1110010000001110
9498,19468,0100110000001100
9499,57667,1110000101000011
9500,29966,0111010100001110
9501,2781,0000101011011101
9502,26773,0110100010010101
9503,29970,0111010100010010
9504,11848,0010111001001000
9505,29550,0111001101101110
9506,54262,1101001111110110
9507,7907,0001111011100011
9508,31950,0111110011001110
9509,8793,0010001001011001
9510,59239,1110011101100111
9511,40003,1001110001000011
9512,1850,0000011100111010
9513,60539,1110110001111011
9514,28506,0110111101011010
9515,55392,1101100001100000
9516,18747,0100100100111011
9517,62733,1111010100001101
9518,22655,0101100001111111
9519,40539,1001111001011011
9520,13298,0011001111110010
9521,36163,1000110101000011
9522,58523,1110010010011011
9523,17313,0100001110100001
9524,29417,0111001011101001
9525,38021,1001010010000101
9526,57420,1110000001001100
9527,15488,0011110010000000
9528,52549,1100110101000101
9529,59929,1110101000011001
9530,21199,0101001011001111
9531,41600,1010001010000000
9532,4652,0001001000101100
9533,60565,1110110010010101
9534,55432,1101100010001000
9535,55023,1101011011101111
9536,9011,0010001100110011
9537,8354,0010000010100010
9538,1689,0000011010011001
9539,64987,1111110111011011
9540,31550,0111101100111110
9541,30241,0111011000100001
9542,4650,0001001000101010
9543,6633,0001100111101001
9544,42885,1010011110000101
9545,2100,0000100000110100
9546,1833,0000011100101001
9547,16047,0011111010101111
9548,5069,0001001111001101
9549,43228,1010100011011100
9550,18112,0100011011000000
9551,57691,1110000101011011
9552,21511,0101010000000111
9553,120,0000000001111000
9554,27767,0110110001110111
9555,43706,1010101010111010
9556,35221,1000100110010101
9557,51823,1100101001101111
9558,44120,1010110001011000
9559,11754,0010110111101010
9560,60812,1110110110001100
9561,10896,0010101010010000
9562,54412,1101010010001100
9563,17752,0100010101011000
9564,15664,0011110100110000
9565,17750,0100010101010110
9566,25612,0110010000001100
9567,58887,1110011000000111
9568,633,0000001001111001
9569,8658,0010000111010010
9570,47862,1011101011110110
9571,40385,1001110111000001
9572,42515,1010011000010011
9573,4508,0001000110011100
9574,54621,1101010101011101
9575,36622,1000111100001110
9576,41508,1010001000100100
9577,53848,1101001001011000
9578,29780,0111010001010100
9579,41468,1010000111111100
9580,61857,1111000110100001
9581,44662,1010111001110110
9582,8269,0010000001001101
9583,22715,0101100010111011
9584,27975,0110110101000111
9585,26498,0110011110000010
9586,35634,1000101100110010
9587,47065,1011011111011001
9588,51477,1100100100010101
9589,4298,0001000011001010
9590,56336,1101110000010000
9591,9299,0010010001010011
9592,51535,1100100101001111
9593,25631,0110010000011111
9594,62982,1111011000000110
9595,45844,1011001100010100
9596,45053,1010111111111101
9597,6954,0001101100101010
9598,41083,1010000001111011
9599,47890,1011101100010010
9600,20196,0100111011100100
9601,35869,1000110000011101
9602,26372,0110011100000100
9603,34966,1000100010010110
9604,26849,0110100011100001
9605,5221,0001010001100101
9606,36895,1001000000011111
9607,41314,1010000101100010
9608,15996,0011111001111100
9609,49647,1100000111101111
9610,18756,0100100101000100
9611,48305,1011110010110001
9612,20070,0100111001100110
9613,26856,0110100011101000
9614,16326,0011111111000110
9615,51219,1100100000010011
9616,21730,0101010011100010
9617,3690,0000111001101010
9618,48507,1011110101111011
9619,10995,0010101011110011
9620,59903,1110100111111111
9621,22651,0101100001111011
9622,55348,1101100000110100
9623,35622,1000101100100110
9624,8625,0010000110110001
9625,47848,1011101011101000
9626,45272,1011000011011000
9627,42516,1010011000010100
9628,57928,1110001001001000
9629,21370,0101001101111010
9630,56426,1101110001101010
9631,49147,1011111111111011
9632,61827,1111000110000011
9633,6640,0001100111110000
9634,29856,0111010010100000
9635,58143,1110001100011111
9636,22647,0101100001110111
9637,12534,0011000011110110
9638,1847,0000011100110111
9639,26985,0110100101101001
9640,40374,1001110110110110
9641,63498,1111100000001010
9642,23847,0101110100100111
9643,13200,0011001110010000
9644,30345,0111011010001001
9645,39807,1001101101111111
9646,22115,0101011001100011
9647,17675,0100010100001011
9648,40582,1001111010000110
9649,62235,1111001100011011
9650,16108,0011111011101100
9651,55970,1101101010100010
9652,32147,0111110110010011
9653,37211,1001000101011011
9654,52304,1100110001010000
9655,24258,0101111011000010
9656,45661,1011001001011101
9657,42619,1010011001111011
9658,10518,0010100100010110
9659,62810,1111010101011010
9660,49400,1100000011111000
9661,31042,0111100101000010
9662,61414,1110111111100110
9663,55803,1101100111111011
9664,11542,0010110100010110
9665,26519,0110011110010111
9666,60450,1110110000100010
9667,39816,1001101110001000
9668,29065,0111000110001001
9669,36875,1001000000001011
9670,61689,1111000011111001
9671,7069,0001101110011101
9672,14278,0011011111000110
9673,58672,1110010100110000
9674,52560,1100110101010000
9675,16525,0100000010001101
9676,34942,1000100001111110
9677,1666,0000011010000010
9678,48519,1011110110000111
9679,23491,0101101111000011
9680,53295,1101000000101111
9681,9946,0010011011011010
9682,62108,1111001010011100
9683,58520,1110010010011000
9684,63012,1111011000100100
9685,33730,1000001111000010
9686,19406,0100101111001110
9687,52991,1100111011111111
9688,19719,0100110100000111
9689,49839,1100001010101111
9690,7902,0001111011011110
9691,43545,1010101000011001
9692,18317,0100011110001101
9693,31657,0111101110101001
9694,12063,0010111100011111
9695,32741,0111111111100101
9696,20340,0100111101110100
9697,32082,0111110101010010
9698,38933,1001100000010101
9699,52475,1100110011111011
9700,42889,1010011110001001
9701,34639,1000011101001111
9702,56772,1101110111000100
9703,55954,1101101010010010
9704,50231,1100010000110111
9705,19761,0100110100110001
9706,43221,1010100011010101
9707,30083,0111010110000011
9708,18433,0100100000000001
9709,60820,1110110110010100
9710,51246,1100100000101110
9711,55650,1101100101100010
9712,48830,1011111010111110
9713,29147,0111000111011011
9714,9918,0010011010111110
9715,9584,0010010101110000
9716,9101,0010001110001101
9717,37363,1001000111110011
9718,43627,1010101001101011
9719,42522,1010011000011010
9720,32829,1000000000111101
9721,51612,1100100110011100
9722,61438,1110111111111110
9723,47414,1011100100110110
9724,42379,1010010110001011
9725,32751,0111111111101111
9726,37255,1001000110000111
9727,4128,0001000000100000
9728,27365,0110101011100101
9729,12558,0011000100001110
9730,57793,1110000111000001
9731,49191,1100000000100111
9732,33898,1000010001101010
9733,20243,0100111100010011
9734,42984,1010011111101000
9735,11455,0010110010111111
9736,10882,0010101010000010
9737,61586,1111000010010010
9738,3515,0000110110111011
9739,23999,0101110110111111
9740,8441,0010000011111001
9741,10704,0010100111010000
9742,61659,1111000011011011
9743,9045,0010001101010101
9744,58069,1110001011010101
9745,40091,1001110010011011
9746,37236,1001000101110100
9747,41349,1010000110000101
9748,36275,1000110110110011
9749,39497,1001101001001001
9750,50239,1100010000111111
9751,56651,1101110101001011
9752,62068,1111001001110100
9753,59148,1110011100001100
9754,60771,1110110101100011
9755,36674,1000111101000010
9756,52915,1100111010110011
9757,2576,0000101000010000
9758,39697,1001101100010001
9759,16949,0100001000110101
9760,55377,1101100001010001
9761,5673,0001011000101001
9762,25378,0110001100100010
9763,7659,0001110111101011
9764,51537,1100100101010001
9765,39901,1001101111011101
9766,56059,1101101011111011
9767,22254,0101011011101110
9768,4775,0001001010100111
9769,28673,0111000000000001
9770,1222,0000010011000110
9771,42726,1010011011100110
9772,2668,0000101001101100
9773,58096,1110001011110000
9774,17102,0100001011001110
9775,29971,0111010100010011
9776,14394,0011100000111010
9777,37261,1001000110001101
9778,35495,1000101010100111
9779,62865,1111010110010001
9780,14991,0011101010001111
9781,33718,1000001110110110
9782,42354,1010010101110010
9783,11257,0010101111111001
9784,63007,1111011000011111
9785,43346,1010100101010010
9786,19193,0100101011111001
9787,11707,0010110110111011
9788,44595,1010111000110011
9789,14215,0011011110000111
9790,23728,0101110010110000
9791,38951,1001100000100111
9792,9652,0010010110110100
9793,45159,1011000001100111
9794,57053,1101111011011101
9795,30136,0111010110111000
9796,12496,0011000011010000
9797,19665,0100110011010001
9798,10798,0010101000101110
9799,31394,0111101010100010
9800,12324,0011000000100100
9801,65445,1111111110100101
9802,64979,1111110111010011
9803,62503,1111010000100111
9804,63026,1111011000110010
9805,34673,1000011101110001
9806,8859,0010001010011011
9807,22659,0101100010000011
9808,62162,1111001011010010
9809,8047,0001111101101111
9810,39430,1001101000000110
9811,27538,0110101110010010
9812,51920,1100101011010000
9813,14719,0011100101111111
9814,3651,0000111001000011
9815,45689,1011001001111001
9816,25506,0110001110100010
9817,43081,1010100001001001
9818,1041,0000010000010001
9819,43954,1010101110110010
9820,45931,1011001101101011
9821,423,0000000110100111
9822,31013,0111100100100101
9823,29373,0111001010111101
9824,11302,0010110000100110
9825,36951,1001000001010111
9826,14785,0011100111000001
9827,10067,0010011101010011
9828,4765,0001001010011101
9829,1365,0000010101010101
9830,42080,1010010001100000
9831,50056,1100001110001000
9832,48525,1011110110001101
9833,10942,0010101010111110
9834,16832,0100000111000000
9835,16397,0100000000001101
9836,5775,0001011010001111
9837,6482,0001100101010010
9838,2851,0000101100100011
9839,59374,1110011111101110
9840,57962,1110001001101010
9841,19451,0100101111111011
9842,18406,0100011111100110
9843,5378,0001010100000010
9844,1590,0000011000110110
9845,59829,1110100110110101
9846,5824,0001011011000000
9847,39686,1001101100000110
9848,11085,0010101101001101
9849,53451,1101000011001011
9850,28289,0110111010000001
9851,1550,0000011000001110
9852,18251,0100011101001011
9853,483,0000000111100011
9854,50504,1100010101001000
9855,15559,0011110011000111
9856,2753,0000101011000001
9857,33750,1000001111010110
9858,20036,0100111001000100
9859,53741,1101000111101101
9860,4977,0001001101110001
9861,17421,0100010000001101
9862,22815,0101100100011111
9863,5736,0001011001101000
9864,6333,0001100010111101
9865,17634,0100010011100010
9866,33808,1000010000010000
9867,44547,1010111000000011
9868,20408,0100111110111000
9869,57736,1110000110001000
9870,22095,0101011001001111
9871,52128,1100101110100000
9872,29884,0111010010111100
9873,37681,1001001100110001
9874,53209,1100111111011001
9875,44298,1010110100001010
9876,20615,0101000010000111
9877,34076,1000010100011100
9878,33760,1000001111100000
9879,56820,1101110111110100
9880,24107,0101111000101011
9881,20813,0101000101001101
9882,47839,1011101011011111
9883,64241,1111101011110001
9884,17570,0100010010100010
9885,35423,1000101001011111
9886,969,0000001111001001
9887,10876,0010101001111100
9888,44752,1010111011010000
9889,54955,1101011010101011
9890,64165,1111101010100101
9891,39125,1001100011010101
9892,9770,0010011000101010
9893,2337,0000100100100001
9894,537,0000001000011001
9895,18408,0100011111101000
9896,35790,1000101111001110
9897,33089,1000000101000001
9898,14490,0011100010011010
9899,46453,1011010101110101
9900,59233,1110011101100001
9901,55879,1101101001000111
9902,45690,1011001001111010
9903,28377,0110111011011001
9904,41008,1010000000110000
9905,38536,1001011010001000
9906,64734,1111110011011110
9907,64217,1111101011011001
9908,56533,1101110011010101
9909,26402,0110011100100010
9910,46002,1011001110110010
9911,31441,0111101011010001
9912,28145,0110110111110001
9913,19991,0100111000010111
9914,63394,1111011110100010
9915,4580,0001000111100100
9916,58089,1110001011101001
9917,19334,0100101110000110
9918,23936,0101110110000000
9919,22337,0101011101000001
9920,2510,0000100111001110
9921,32988,1000000011011100
9922,57609,1110000100001001
9923,35691,1000101101101011
9924,16629,0100000011110101
9925,17680,0100010100010000
9926,16465,0100000001010001
9927,10387,0010100010010011
9928,64085,1111101001010101
9929,31591,0111101101100111
9930,52137,1100101110101001
9931,44368,1010110101010000
9932,55786,1101100111101010
9933,61494,1111000000110110
9934,4313,0001000011011001
9935,8373,0010000010110101
9936,64949,1111110110110101
9937,13654,0011010101010110
9938,34890,1000100001001010
9939,10442,0010100011001010
9940,32455,0111111011000111
9941,18248,0100011101001000
9942,7068,0001101110011100
9943,33440,1000001010100000
9944,23629,0101110001001101
9945,28400,0110111011110000
9946,25759,0110010010011111
9947,31669,0111101110110101
9948,35322,1000100111111010
9949,42147,1010010010100011
9950,28432,0110111100010000
9951,53426,1101000010110010
9952,8383,0010000010111111
9953,17765,0100010101100101
9954,44247,1010110011010111
9955,619,0000001001101011
9956,41091,1010000010000011
9957,39027,1001100001110011
9958,44036,1010110000000100
9959,58825,1110010111001001
9960,54489,1101010011011001
9961,45502,1011000110111110
9962,57464,1110000001111000
9963,9690,0010010111011010
9964,39287,1001100101110111
9965,53943,1101001010110111
9966,39389,1001100111011101
9967,770,0000001100000010
9968,26310,0110011011000110
9969,11793,0010111000010001
9970,41701,1010001011100101
9971,62186,1111001011101010
9972,23980,0101110110101100
9973,43475,1010100111010011
9974,6582,0001100110110110
9975,7242,0001110001001010
9976,55329,1101100000100001
9977,4253,0001000010011101
9978,9568,0010010101100000
9979,48072,1011101111001000
9980,28016,0110110101110000
9981,17064,0100001010101000
9982,10128,0010011110010000
9983,16063,0011111010111111
9984,19535,0100110001001111
9985,53726,1101000111011110
9986,51024,1100011101010000
9987,24906,0110000101001010
9988,39930,1001101111111010
9989,33615,1000001101001111
9990,26616,0110011111111000
9991,44355,1010110101000011
9992,62684,1111010011011100
9993,15138,0011101100100010
9994,59630,1110100011101110
9995,46777,1011011010111001
9996,3771,0000111010111011
9997,57910,1110001000110110
9998,29721,0111010000011001
9999,17839,0100010110101111
10000,58806,1110010110110110
10001,31729,0111101111110001
10002,18129,0100011011010001
10003,33954,1000010010100010
10004,32497,0111111011110001
10005,54689,1101010110100001
10006,26047,0110010110111111
10007,61492,1111000000110100
10008,29658,0111001111011010
10009,19762,0100110100110010
10010,57404,1110000000111100
10011,42459,1010010111011011
10012,50882,1100011011000010
10013,15292,0011101110111100
10014,65085,1111111000111101
10015,21600,0101010001100000
10016,53441,1101000011000001
10017,18062,0100011010001110
10018,20685,0101000011001101
10019,65067,1111111000101011
10020,22224,0101011011010000
10021,10266,0010100000011010
10022,61031,1110111001100111
10023,8448,0010000100000000
10024,4864,0001001100000000
10025,4099,0001000000000011
10026,40428,1001110111101100
10027,31586,0111101101100010
10028,14075,0011011011111011
10029,47994,1011101101111010
10030,1152,0000010010000000
10031,50295,1100010001110111
10032,13932,0011011001101100
10033,11151,0010101110001111
10034,61046,1110111001110110
10035,28158,0110110111111110
10036,33061,1000000100100101
10037,3854,0000111100001110
10038,61901,1111000111001101
10039,2450,0000100110010010
10040,22309,0101011100100101
10041,18362,0100011110111010
10042,6918,0001101100000110
10043,65441,1111111110100001
10044,36668,1000111100111100
10045,45746,1011001010110010
10046,24992,0110000110100000
10047,50229,1100010000110101
10048,10935,0010101010110111
10049,3365,0000110100100101
10050,31923,0111110010110011
10051,53334,1101000001010110
10052,1293,0000010100001101
10053,24976,0110000110010000
10054,58829,1110010111001101
10055,36009,1000110010101001
10056,37203,1001000101010011
10057,30451,0111011011110011
10058,45372,1011000100111100
10059,46836,1011011011110100
10060,17589,0100010010110101
10061,24053,0101110111110101
10062,54751,1101010111011111
10063,43211,1010100011001011
10064,10925,0010101010101101
10065,37604,1001001011100100
10066,37916,1001010000011100
10067,27284,0110101010010100
10068,7669,0001110111110101
10069,57877,1110001000010101
10070,1937,0000011110010001
10071,10957,0010101011001101
10072,46333,1011010011111101
10073,44416,1010110110000000
10074,46499,1011010110100011
10075,42388,1010010110010100
10076,53300,1101000000110100
10077,52168,1100101111001000
10078,11287,0010110000010111
10079,17710,0100010100101110
10080,47634,1011101000010010
10081,20861,0101000101111101
10082,7406,0001110011101110
10083,21514,0101010000001010
10084,42695,1010011011000111
10085,64112,1111101001110000
10086,24656,0110000001010000
10087,30834,0111100001110010
10088,9954,0010011011100010
10089,55218,1101011110110010
10090,6264,0001100001111000
10091,56517,1101110011000101
10092,36690,1000111101010010
10093,14108,0011011100011100
10094,45812,1011001011110100
10095,23806,0101110011111110
10096,12488,0011000011001000
10097,57718,1110000101110110
10098,34111,1000010100111111
10099,10789,0010101000100101
10100,43244,1010100011101100
10101,17489,0100010001010001
10102,14099,0011011100010011
10103,65422,1111111110001110
10104,51087,1100011110001111
10105,57588,1110000011110100
10106,63113,1111011010001001
10107,19712,0100110100000000
10108,64454,1111101111000110
10109,8450,0010000100000010
10110,32796,1000000000011100
10111,36721,1000111101110001
10112,15726,0011110101101110
10113,191,0000000010111111
10114,411,0000000110011011
10115,61613,1111000010101101
10116,33567,1000001100011111
10117,41723,1010001011111011
10118,10332,0010100001011100
10119,37623,1001001011110111
10120,2293,0000100011110101
10121,46055,1011001111100111
10122,50015,1100001101011111
10123,22620,0101100001011100
10124,64876,1111110101101100
10125,34764,1000011111001100
10126,20912,0101000110110000
10127,4989,0001001101111101
10128,11714,0010110111000010
10129,38041,1001010010011001
10130,55082,1101011100101010
10131,40786,1001111101010010
10132,26941,0110100100111101
10133,25484,0110001110001100
10134,36005,1000110010100101
10135,26149,0110011000100101
10136,2287,0000100011101111
10137,14942,0011101001011110
10138,10533,0010100100100101
10139,37999,1001010001101111
10140,24235,0101111010101011
10141,42825,1010011101001001
10142,44913,1010111101110001
10143,48188,1011110000111100
10144,5799,0001011010100111
10145,2437,0000100110000101
10146,34230,1000010110110110
10147,31478,0111101011110110
10148,32500,0111111011110100
10149,6969,0001101100111001
10150,85,0000000001010101
10151,17521,0100010001110001
10152,6206,0001100000111110
10153,58830,1110010111001110
10154,7811,0001111010000011
10155,40902,1001111111000110
10156,10232,0010011111111000
10157,9832,0010011001101000
10158,15482,0011110001111010
10159,51586,1100100110000010
10160,60494,1110110001001110
10161,17196,0100001100101100
10162,7890,0001111011010010
10163,55706,1101100110011010
10164,20977,0101000111110001
10165,64298,1111101100101010
10166,59106,1110011011100010
10167,37096,1001000011101000
10168,31128,0111100110011000
10169,59991,1110101001010111
